subid,xd,xv,choice,cond,choice_category,trial
15121206,7,5,0,1,1,80
15121207,7,5,0,2,1,1
15121207,10,2,2,2,2,2
15121207,6,6,0,2,1,3
15121207,6,6,0,1,1,4
15121207,11,1,2,2,2,5
15121207,7,5,0,2,1,6
15121207,11,1,2,1,2,7
15121207,7,5,0,1,1,8
15121207,12,0,4,2,3,9
15121207,11,1,2,1,2,10
15121207,10,2,2,2,2,11
15121207,12,0,4,1,3,12
15121207,12,0,4,2,3,13
15121207,10,2,2,1,2,14
15121207,12,0,4,2,3,15
15121207,6,6,0,2,1,16
15121207,7,5,0,1,1,17
15121207,7,5,0,2,1,18
15121207,6,6,0,1,1,19
15121207,12,0,4,1,3,20
15121207,6,6,0,1,1,21
15121207,12,0,4,1,3,22
15121207,7,5,0,2,1,23
15121207,10,2,2,1,2,24
15121207,11,1,2,2,2,25
15121207,6,6,0,2,1,26
15121207,11,1,2,2,2,27
15121207,12,0,4,2,3,28
15121207,7,5,0,1,1,29
15121207,10,2,2,2,2,30
15121207,7,5,0,2,1,31
15121207,6,6,0,2,1,32
15121207,10,2,2,1,2,33
15121207,6,6,0,2,1,34
15121207,11,1,2,1,2,35
15121207,6,6,0,1,1,36
15121207,12,0,4,1,3,37
15121207,6,6,0,1,1,38
15121207,7,5,0,1,1,39
15121207,7,5,0,1,1,40
15121207,7,5,0,1,1,41
15121207,11,1,2,2,2,42
15121207,11,1,2,1,2,43
15121207,6,6,0,1,1,44
15121207,6,6,0,2,1,45
15121207,11,1,2,1,2,46
15121207,12,0,4,2,3,47
15121207,7,5,0,2,1,48
15121207,6,6,0,2,1,49
15121207,10,2,2,2,2,50
15121207,7,5,0,1,1,51
15121207,6,6,0,2,1,52
15121207,6,6,0,1,1,53
15121207,11,1,2,2,2,54
15121207,7,5,0,2,1,55
15121207,12,0,4,1,3,56
15121207,12,0,4,2,3,57
15121207,10,2,2,1,2,58
15121207,12,0,4,1,3,59
15121207,7,5,0,1,1,60
15121207,7,5,0,2,1,61
15121207,11,1,2,1,2,62
15121207,12,0,4,2,3,63
15121207,6,6,0,2,1,64
15121207,6,6,0,1,1,65
15121207,10,2,2,2,2,66
15121207,12,0,4,1,3,67
15121207,6,6,0,1,1,68
15121207,12,0,6,2,4,69
15121207,7,5,0,1,1,70
15121207,10,2,2,1,2,71
15121207,10,2,2,2,2,72
15121207,11,1,2,2,2,73
15121207,7,5,0,1,1,74
15121207,7,5,0,2,1,75
15121207,6,6,0,2,1,76
15121207,10,2,2,1,2,77
15121207,7,5,0,2,1,78
15121207,6,6,0,1,1,79
15121207,12,0,4,1,3,80
1512208,10,2,0,2,1,1
1512208,7,5,0,2,1,2
1512208,6,6,0,2,1,3
1512208,11,1,2,1,2,4
1512208,7,5,0,2,1,5
1512208,6,6,0,1,1,6
1512208,11,1,2,2,2,7
1512208,7,5,0,1,1,8
1512208,12,0,2,2,2,9
1512208,10,2,0,2,1,10
1512208,12,0,2,2,2,11
1512208,7,5,0,1,1,12
1512208,11,1,0,1,1,13
1512208,6,6,0,1,1,14
1512208,12,0,2,2,2,15
1512208,6,6,0,1,1,16
1512208,11,1,0,2,1,17
1512208,12,0,2,1,2,18
1512208,10,2,2,1,2,19
1512208,7,5,0,1,1,20
1512208,12,0,2,1,2,21
1512208,6,6,0,2,1,22
1512208,7,5,0,2,1,23
1512208,12,0,2,1,2,24
1512208,7,5,0,2,1,25
1512208,6,6,0,1,1,27
1512208,10,2,0,1,1,28
1512208,7,5,0,2,1,29
1512208,6,6,0,1,1,30
1512208,10,2,0,1,1,31
1512208,11,1,0,2,1,32
1512208,11,1,2,1,2,33
1512208,12,0,2,2,2,34
1512208,12,0,2,1,2,35
1512208,10,2,0,2,1,36
1512208,7,5,0,1,1,37
1512208,6,6,0,2,1,38
1512208,7,5,0,1,1,39
1512208,6,6,0,2,1,40
1512208,7,5,0,1,1,42
1512208,11,1,2,2,2,43
1512208,11,1,0,1,1,44
1512208,12,0,2,2,2,45
1512208,6,6,0,1,1,46
1512208,7,5,0,1,1,47
1512208,11,1,2,1,2,48
1512208,12,0,2,1,2,49
1512208,6,6,0,1,1,50
1512208,10,2,0,2,1,51
1512208,11,1,0,2,1,52
1512208,12,0,2,2,2,53
1512208,7,5,0,2,1,54
1512208,10,2,0,1,1,55
1512208,6,6,0,2,1,56
1512208,7,5,0,1,1,57
1512208,11,1,0,1,1,59
1512208,12,0,2,2,2,60
1512208,6,6,0,2,1,61
1512208,10,2,0,2,1,62
1512208,6,6,0,1,1,63
1512208,6,6,0,1,1,64
1512208,7,5,0,2,1,65
1512208,12,0,2,1,2,66
1512208,7,5,0,1,1,67
1512208,12,0,2,2,2,68
1512208,7,5,0,2,1,69
1512208,7,5,0,1,1,70
1512208,10,2,0,1,1,71
1512208,6,6,0,2,1,72
1512208,10,2,0,1,1,73
1512208,12,0,2,1,2,74
1512208,7,5,0,2,1,75
1512208,6,6,0,2,1,76
1512208,10,2,0,2,1,77
1512208,11,1,2,2,2,78
1512208,6,6,0,1,1,79
1512208,7,5,0,2,1,80
1512209,11,1,2,1,2,1
1512209,11,1,4,1,3,2
1512209,10,2,0,2,1,3
1512209,7,5,2,2,2,4
1512209,11,1,0,2,1,5
1512209,6,6,0,1,1,6
1512209,12,0,2,2,2,7
1512209,7,5,0,1,1,8
1512209,6,6,0,2,1,9
1512209,7,5,0,1,1,10
1512209,6,6,0,1,1,11
1512209,10,2,6,2,4,12
1512209,7,5,4,2,3,13
1512209,6,6,0,2,1,14
1512209,12,0,4,1,3,15
1512209,10,2,2,1,2,16
1512209,12,0,4,2,3,17
1512209,7,5,0,2,1,18
1512209,6,6,0,1,1,19
1512209,12,0,2,2,2,20
1512209,11,1,4,2,3,21
1512209,7,5,0,1,1,22
1512209,6,6,0,1,1,23
1512209,12,0,2,1,2,24
1512209,7,5,0,2,1,25
1512209,12,0,4,1,3,26
1512209,10,2,4,1,3,27
1512209,11,1,4,2,3,28
1512209,6,6,0,2,1,30
1512209,7,5,0,2,1,31
1512209,10,2,4,1,3,32
1512209,7,5,0,1,1,33
1512209,7,5,0,1,1,34
1512209,12,0,6,2,4,35
1512209,11,1,2,1,2,36
1512209,6,6,0,2,1,37
1512209,10,2,4,2,3,38
1512209,6,6,0,2,1,39
1512209,12,0,2,1,2,40
1512209,7,5,0,1,1,41
1512209,6,6,0,2,1,42
1512209,6,6,0,1,1,43
1512209,7,5,0,2,1,44
1512209,11,1,2,2,2,45
1512209,11,1,2,1,2,46
1512209,11,1,2,1,2,47
1512209,6,6,0,2,1,48
1512209,7,5,0,1,1,49
1512209,12,0,4,2,3,50
1512209,10,2,4,2,3,51
1512209,12,0,4,1,3,52
1512209,10,2,2,1,2,53
1512209,11,1,4,2,3,54
1512209,12,0,6,1,4,55
1512209,11,1,4,1,3,56
1512209,12,0,6,2,4,57
1512209,6,6,0,2,1,58
1512209,7,5,0,2,1,59
1512209,12,0,6,2,4,60
1512209,12,0,2,1,2,61
1512209,7,5,0,2,1,62
1512209,6,6,0,2,1,63
1512209,10,2,2,1,2,64
1512209,7,5,0,2,1,65
1512209,10,2,2,2,2,66
1512209,6,6,0,1,1,67
1512209,12,0,2,2,2,68
1512209,7,5,0,1,1,69
1512209,10,2,4,2,3,70
1512209,6,6,0,1,1,71
1512209,6,6,0,2,1,72
1512209,6,6,0,1,1,73
1512209,10,2,2,1,2,74
1512209,12,0,6,1,4,75
1512209,11,1,2,2,2,76
1512209,7,5,0,2,1,77
1512209,7,5,0,1,1,78
1512209,7,5,0,1,1,79
1512209,6,6,0,1,1,80
1512210,10,2,0,2,1,1
1512210,11,1,2,1,2,2
1512210,11,1,0,2,1,3
1512210,12,0,0,2,1,4
1512210,11,1,0,1,1,5
1512210,6,6,0,1,1,6
1512210,7,5,0,2,1,7
1512210,6,6,0,2,1,8
1512210,10,2,2,2,2,9
1512210,7,5,0,2,1,10
1512210,6,6,0,2,1,11
1512210,12,0,6,1,4,12
1512210,7,5,0,1,1,13
1512210,10,2,0,1,1,14
1512210,7,5,0,1,1,15
1512210,7,5,0,2,1,16
1512210,12,0,0,1,1,17
1512210,12,0,0,2,1,18
1512210,12,0,0,1,1,19
1512210,7,5,0,2,1,20
1512210,6,6,0,2,1,21
1512210,12,0,6,2,4,22
1512210,11,1,0,2,1,23
1512210,11,1,0,2,1,24
1512210,7,5,0,2,1,25
1512210,6,6,0,2,1,26
1512210,6,6,0,1,1,27
1512210,10,2,2,1,2,28
1512210,6,6,0,2,1,29
1512210,6,6,0,1,1,30
1512210,7,5,0,1,1,31
1512210,12,0,6,2,4,32
1512210,6,6,0,1,1,33
1512210,10,2,0,1,1,34
1512210,6,6,0,1,1,35
1512210,11,1,4,1,3,36
1512210,12,0,6,1,4,37
1512210,10,2,0,2,1,38
1512210,7,5,0,1,1,39
1512210,7,5,0,1,1,40
1512210,7,5,0,1,1,41
1512210,11,1,4,1,3,42
1512210,6,6,0,2,1,43
1512210,11,1,2,2,2,44
1512210,12,0,6,2,4,45
1512210,11,1,0,1,1,46
1512210,10,2,2,2,2,47
1512210,12,0,0,1,1,48
1512210,6,6,0,1,1,49
1512210,11,1,4,2,3,50
1512210,7,5,0,1,1,51
1512210,12,0,6,2,4,52
1512210,7,5,0,2,1,53
1512210,6,6,0,2,1,54
1512210,10,2,4,1,3,55
1512210,12,0,6,1,4,56
1512210,11,1,4,1,3,57
1512210,6,6,0,1,1,58
1512210,12,0,4,2,3,59
1512210,12,0,0,1,1,60
1512210,6,6,0,2,1,61
1512210,7,5,0,1,1,62
1512210,10,2,0,2,1,63
1512210,7,5,0,2,1,64
1512210,6,6,0,1,1,65
1512210,6,6,0,1,1,66
1512210,12,0,6,2,4,67
1512210,7,5,0,2,1,68
1512210,10,2,4,1,3,69
1512210,10,2,0,2,1,70
1512210,6,6,0,2,1,71
1512210,7,5,0,1,1,72
1512210,7,5,0,1,1,73
1512210,7,5,6,2,4,74
1512210,6,6,0,2,1,75
1512210,10,2,2,1,2,76
1512210,7,5,0,2,1,77
1512210,12,0,0,1,1,78
1512210,11,1,6,2,4,79
1512210,6,6,0,1,1,80
1512211,6,6,0,2,1,1
1512211,11,1,4,2,3,2
1512211,7,5,0,2,1,3
1512211,7,5,0,1,1,4
1512211,12,0,4,2,3,5
1512211,6,6,0,2,1,6
1512211,11,1,4,1,3,7
1512211,6,6,0,1,1,8
1512211,10,2,2,2,2,9
1512211,11,1,4,1,3,10
1512211,11,1,4,2,3,11
1512211,12,0,6,1,4,12
1512211,12,0,6,2,4,13
1512211,10,2,4,1,3,14
1512211,12,0,6,2,4,15
1512211,6,6,0,2,1,16
1512211,7,5,0,1,1,17
1512211,7,5,0,2,1,18
1512211,6,6,0,1,1,19
1512211,12,0,4,1,3,20
1512211,7,5,0,1,1,21
1512211,11,1,4,1,3,22
1512211,7,5,0,2,1,23
1512211,12,0,6,1,4,24
1512211,10,2,4,2,3,25
1512211,6,6,0,2,1,26
1512211,12,0,6,2,4,27
1512211,10,2,4,2,3,28
1512211,6,6,0,1,1,29
1512211,11,1,4,2,3,30
1512211,7,5,0,2,1,31
1512211,6,6,0,2,1,32
1512211,10,2,4,1,3,33
1512211,7,5,0,2,1,34
1512211,10,2,4,1,3,35
1512211,6,6,0,1,1,36
1512211,12,0,4,1,3,37
1512211,7,5,0,1,1,38
1512211,7,5,0,1,1,39
1512211,6,6,0,1,1,40
1512211,6,6,0,1,1,41
1512211,10,2,4,2,3,42
1512211,11,1,6,1,4,43
1512211,7,5,0,1,1,44
1512211,7,5,0,2,1,45
1512211,11,1,4,1,3,46
1512211,11,1,6,2,4,47
1512211,6,6,0,2,1,48
1512211,7,5,0,2,1,49
1512211,12,0,4,2,3,50
1512211,7,5,0,1,1,51
1512211,6,6,0,2,1,52
1512211,6,6,0,1,1,53
1512211,10,2,4,2,3,54
1512211,7,5,0,2,1,55
1512211,12,0,6,1,4,56
1512211,12,0,4,2,3,57
1512211,10,2,4,1,3,58
1512211,12,0,4,1,3,59
1512211,6,6,0,1,1,60
1512211,7,5,0,2,1,61
1512211,12,0,6,1,4,62
1512211,12,0,4,2,3,63
1512211,6,6,0,2,1,64
1512211,7,5,0,1,1,65
1512211,11,1,4,2,3,66
1512211,10,2,4,1,3,67
1512211,6,6,0,1,1,68
1512211,11,1,4,2,3,69
1512211,6,6,0,1,1,70
1512211,10,2,4,1,3,71
1512211,12,0,6,2,4,72
1512211,10,2,0,2,1,73
1512211,7,5,0,1,1,74
1512211,7,5,0,2,1,75
1512211,6,6,0,2,1,76
1512211,11,1,4,1,3,77
1512211,6,6,0,2,1,78
1512211,7,5,0,1,1,79
1512211,12,0,6,1,4,80
1512212,11,1,2,2,2,1
1512212,6,6,0,2,1,2
1512212,7,5,0,2,1,3
1512212,11,1,2,1,2,4
1512212,6,6,0,2,1,5
1512212,7,5,0,1,1,6
1512212,12,0,2,2,2,7
1512212,6,6,0,1,1,8
1512212,10,2,2,2,2,9
1512212,11,1,2,2,2,10
1512212,12,0,4,2,3,11
1512212,7,5,0,1,1,12
1512212,11,1,2,1,2,13
1512212,6,6,0,1,1,14
1512212,12,0,2,2,2,15
1512212,7,5,0,1,1,16
1512212,10,2,2,2,2,17
1512212,12,0,4,1,3,18
1512212,10,2,2,1,2,19
1512212,6,6,0,1,1,20
1512212,12,0,2,1,2,21
1512212,6,6,0,2,1,22
1512212,7,5,0,2,1,23
1512212,11,1,2,1,2,24
1512212,7,5,0,2,1,25
1512212,6,6,0,2,1,26
1512212,6,6,0,1,1,27
1512212,12,0,2,1,2,28
1512212,7,5,0,2,1,29
1512212,7,5,0,1,1,30
1512212,10,2,2,1,2,31
1512212,12,0,4,2,3,32
1512212,10,2,2,1,2,33
1512212,10,2,2,2,2,34
1512212,12,0,2,1,2,35
1512212,11,1,2,2,2,36
1512212,7,5,0,1,1,37
1512212,6,6,0,2,1,38
1512212,6,6,0,1,1,39
1512212,7,5,0,2,1,40
1512212,7,5,0,2,1,41
1512212,6,6,0,1,1,42
1512212,10,2,2,2,2,43
1512212,11,1,2,1,2,44
1512212,11,1,2,2,2,45
1512212,7,5,0,1,1,46
1512212,7,5,0,1,1,47
1512212,11,1,2,1,2,48
1512212,12,0,2,1,2,49
1512212,6,6,0,1,1,50
1512212,12,0,2,2,2,51
1512212,10,2,0,2,1,52
1512212,12,0,2,2,2,53
1512212,6,6,0,2,1,54
1512212,10,2,0,1,1,55
1512212,7,5,0,2,1,56
1512212,6,6,0,1,1,57
1512212,12,0,2,1,2,58
1512212,12,0,2,1,2,59
1512212,12,0,2,2,2,60
1512212,6,6,0,2,1,61
1512212,11,1,2,2,2,62
1512212,7,5,0,1,1,63
1512212,6,6,0,1,1,64
1512212,7,5,0,2,1,65
1512212,10,2,2,1,2,66
1512212,6,6,0,1,1,67
1512212,11,1,2,2,2,68
1512212,7,5,0,2,1,69
1512212,7,5,0,1,1,70
1512212,10,2,2,1,2,71
1512212,6,6,0,2,1,72
1512212,11,1,2,1,2,73
1512212,12,0,4,1,3,74
1512212,7,5,0,2,1,75
1512212,6,6,0,2,1,76
1512212,12,0,2,2,2,77
1512212,10,2,0,2,1,78
1512212,7,5,0,1,1,79
1512212,6,6,0,2,1,80
1512213,11,1,2,1,2,1
1512213,11,1,2,1,2,2
1512213,11,1,2,2,2,3
1512213,6,6,0,2,1,4
1512213,12,0,4,2,3,5
1512213,7,5,0,1,1,6
1512213,10,2,2,2,2,7
1512213,6,6,0,1,1,8
1512213,7,5,0,2,1,9
1512213,7,5,0,1,1,10
1512213,6,6,0,1,1,11
1512213,11,1,2,2,2,12
1512213,6,6,0,2,1,13
1512213,6,6,0,2,1,14
1512213,12,0,4,1,3,15
1512213,10,2,2,1,2,16
1512213,12,0,4,2,3,17
1512213,7,5,0,2,1,18
1512213,7,5,0,1,1,19
1512213,12,0,4,2,3,20
1512213,10,2,2,2,2,21
1512213,6,6,0,1,1,22
1512213,6,6,0,1,1,23
1512213,12,0,4,1,3,24
1512213,7,5,0,2,1,25
1512213,11,1,4,1,3,26
1512213,12,0,4,1,3,27
1512213,12,0,4,2,3,28
1512213,7,5,0,1,1,29
1512213,6,6,0,2,1,30
1512213,7,5,0,2,1,31
1512213,10,2,2,1,2,32
1512213,7,5,0,1,1,33
1512213,6,6,0,1,1,34
1512213,10,2,2,2,2,35
1512213,10,2,4,1,3,36
1512213,6,6,0,2,1,37
1512213,11,1,4,2,3,38
1512213,7,5,0,2,1,39
1512213,12,0,4,1,3,40
1512213,7,5,0,2,1,42
1512213,7,5,0,1,1,43
1512213,6,6,0,2,1,44
1512213,10,2,4,2,3,45
1512213,11,1,4,1,3,46
1512213,11,1,4,1,3,47
1512213,7,5,0,2,1,48
1512213,7,5,0,1,1,49
1512213,11,1,4,2,3,50
1512213,12,0,6,2,4,51
1512213,12,0,6,1,4,52
1512213,10,2,4,1,3,53
1512213,10,2,4,2,3,54
1512213,12,0,6,1,4,55
1512213,12,0,6,1,4,56
1512213,12,0,6,2,4,57
1512213,6,6,0,2,1,58
1512213,7,5,0,2,1,59
1512213,12,0,6,2,4,60
1512213,10,2,4,1,3,61
1512213,7,5,0,2,1,62
1512213,6,6,0,2,1,63
1512213,10,2,4,1,3,64
1512213,7,5,0,2,1,65
1512213,11,1,4,2,3,66
1512213,6,6,0,1,1,67
1512213,11,1,4,2,3,68
1512213,6,6,0,1,1,69
1512213,12,0,6,2,4,70
1512213,7,5,0,1,1,71
1512213,6,6,0,2,1,72
1512213,6,6,0,1,1,73
1512213,11,1,4,1,3,74
1512213,12,0,6,1,4,75
1512213,10,2,4,2,3,76
1512213,6,6,0,2,1,77
1512213,6,6,0,1,1,78
1512213,7,5,0,1,1,79
1512213,7,5,0,1,1,80
1512215,7,5,2,2,2,1
1512215,10,2,4,2,3,2
1512215,6,6,0,2,1,3
1512215,6,6,0,1,1,4
1512215,11,1,6,2,4,5
1512215,7,5,0,2,1,6
1512215,11,1,6,1,4,7
1512215,7,5,2,1,2,8
1512215,12,0,6,2,4,9
1512215,11,1,6,1,4,10
1512215,10,2,4,2,3,11
1512215,12,0,6,1,4,12
1512215,12,0,6,2,4,13
1512215,10,2,4,1,3,14
1512215,12,0,6,2,4,15
1512215,6,6,0,2,1,16
1512215,7,5,2,1,2,17
1512215,7,5,2,2,2,18
1512215,6,6,0,1,1,19
1512215,12,0,6,1,4,20
1512215,6,6,0,1,1,21
1512215,12,0,6,1,4,22
1512215,7,5,2,2,2,23
1512215,10,2,4,1,3,24
1512215,11,1,6,2,4,25
1512215,6,6,0,2,1,26
1512215,11,1,6,2,4,27
1512215,12,0,6,2,4,28
1512215,7,5,2,1,2,29
1512215,10,2,4,2,3,30
1512215,7,5,2,2,2,31
1512215,6,6,0,2,1,32
1512215,10,2,4,1,3,33
1512215,6,6,0,2,1,34
1512215,11,1,6,1,4,35
1512215,6,6,0,1,1,36
1512215,12,0,6,1,4,37
1512215,6,6,0,1,1,38
1512215,7,5,2,1,2,39
1512215,7,5,2,1,2,40
1512215,7,5,2,1,2,41
1512215,11,1,6,2,4,42
1512215,11,1,6,1,4,43
1512215,6,6,0,1,1,44
1512215,6,6,0,2,1,45
1512215,11,1,6,1,4,46
1512215,12,0,6,2,4,47
1512215,7,5,2,2,2,48
1512215,6,6,0,2,1,49
1512215,10,2,4,2,3,50
1512215,7,5,2,1,2,51
1512215,6,6,0,2,1,52
1512215,6,6,0,1,1,53
1512215,11,1,6,2,4,54
1512215,7,5,2,2,2,55
1512215,12,0,6,1,4,56
1512215,10,2,4,1,3,58
1512215,12,0,6,1,4,59
1512215,7,5,2,1,2,60
1512215,7,5,2,2,2,61
1512215,11,1,6,1,4,62
1512215,12,0,6,2,4,63
1512215,6,6,0,2,1,64
1512215,6,6,0,1,1,65
1512215,10,2,4,2,3,66
1512215,6,6,0,1,1,68
1512215,12,0,6,2,4,69
1512215,7,5,2,1,2,70
1512215,10,2,4,1,3,71
1512215,10,2,4,2,3,72
1512215,11,1,6,2,4,73
1512215,7,5,2,1,2,74
1512215,7,5,2,2,2,75
1512215,6,6,0,2,1,76
1512215,10,2,4,1,3,77
1512215,7,5,2,2,2,78
1512215,6,6,0,1,1,79
1512215,12,0,6,1,4,80
1512216,10,2,2,2,2,1
1512216,7,5,0,2,1,2
1512216,6,6,0,2,1,3
1512216,11,1,2,1,2,4
1512216,7,5,0,2,1,5
1512216,6,6,0,1,1,6
1512216,11,1,2,2,2,7
1512216,7,5,0,1,1,8
1512216,12,0,4,2,3,9
1512216,10,2,2,2,2,10
1512216,12,0,6,2,4,11
1512216,7,5,0,1,1,12
1512216,11,1,0,1,1,13
1512216,6,6,0,1,1,14
1512216,12,0,4,2,3,15
1512216,6,6,0,1,1,16
1512216,11,1,2,2,2,17
1512216,12,0,2,1,2,18
1512216,10,2,2,1,2,19
1512216,7,5,0,1,1,20
1512216,12,0,2,1,2,21
1512216,6,6,0,2,1,22
1512216,7,5,0,2,1,23
1512216,12,0,2,1,2,24
1512216,7,5,0,2,1,25
1512216,6,6,0,2,1,26
1512216,6,6,0,1,1,27
1512216,10,2,0,1,1,28
1512216,7,5,0,2,1,29
1512216,6,6,0,1,1,30
1512216,10,2,2,1,2,31
1512216,11,1,6,2,4,32
1512216,11,1,0,1,1,33
1512216,12,0,6,2,4,34
1512216,12,0,0,1,1,35
1512216,10,2,6,2,4,36
1512216,7,5,0,1,1,37
1512216,6,6,0,2,1,38
1512216,7,5,0,1,1,39
1512216,6,6,0,2,1,40
1512216,6,6,0,2,1,41
1512216,7,5,0,1,1,42
1512216,11,1,6,2,4,43
1512216,11,1,0,1,1,44
1512216,12,0,6,2,4,45
1512216,6,6,0,1,1,46
1512216,7,5,0,1,1,47
1512216,11,1,0,1,1,48
1512216,12,0,2,1,2,49
1512216,6,6,0,1,1,50
1512216,10,2,4,2,3,51
1512216,11,1,2,2,2,52
1512216,12,0,6,2,4,53
1512216,7,5,0,2,1,54
1512216,10,2,0,1,1,55
1512216,6,6,0,2,1,56
1512216,7,5,0,1,1,57
1512216,12,0,0,1,1,58
1512216,11,1,0,1,1,59
1512216,12,0,6,2,4,60
1512216,6,6,0,2,1,61
1512216,10,2,4,2,3,62
1512216,6,6,0,1,1,63
1512216,6,6,0,1,1,64
1512216,7,5,0,2,1,65
1512216,12,0,0,1,1,66
1512216,7,5,0,1,1,67
1512216,12,0,6,2,4,68
1512216,7,5,0,2,1,69
1512216,7,5,0,1,1,70
1512216,10,2,6,1,4,71
1512216,6,6,0,2,1,72
1512216,10,2,0,1,1,73
1512216,12,0,0,1,1,74
1512216,7,5,0,2,1,75
1512216,6,6,0,2,1,76
1512216,10,2,0,2,1,77
1512216,11,1,0,2,1,78
1512216,6,6,0,1,1,79
1512216,7,5,0,2,1,80
