subjid,xd,xv,cond,val,aro,resp,fair,trial
1512202,1,11,2,2,7,1,3,79
1512202,6,6,1,9,1,1,9,80
1512203,6,6,2,6,4,1,9,1
1512203,1,11,2,4,5,2,8,2
1512203,5,7,2,5,5,5,5,3
1512203,5,7,1,5,5,5,5,4
1512203,0,12,2,1,9,9,1,5
1512203,6,6,2,9,1,1,9,6
1512203,1,11,1,1,8,2,2,7
1512203,6,6,1,9,1,1,9,8
1512203,2,10,2,7,3,7,3,9
1512203,1,11,1,5,5,8,2,10
1512203,1,11,2,3,7,8,2,11
1512203,0,12,1,1,9,9,1,12
1512203,0,12,2,1,9,9,1,13
1512203,2,10,1,3,7,7,3,14
1512203,0,12,2,1,9,9,1,15
1512203,6,6,2,9,1,1,9,16
1512203,5,7,1,5,5,5,5,17
1512203,5,7,2,5,5,5,5,18
1512203,6,6,1,9,1,1,9,19
1512203,0,12,1,1,9,1,9,20
1512203,5,7,1,5,5,5,5,21
1512203,1,11,1,3,7,8,2,22
1512203,5,7,2,3,5,5,5,23
1512203,0,12,1,1,9,9,1,24
1512203,2,10,2,4,7,7,3,25
1512203,6,6,2,9,1,1,9,26
1512203,0,12,2,1,9,9,1,27
1512203,2,10,2,5,5,7,3,28
1512203,6,6,1,9,1,1,9,29
1512203,1,11,2,2,8,8,2,30
1512203,5,7,2,5,5,5,5,31
1512203,6,6,2,9,1,1,9,32
1512203,2,10,1,3,7,7,3,33
1512203,5,7,2,5,5,5,5,34
1512203,2,10,1,3,7,7,3,35
1512203,6,6,1,9,1,9,9,36
1512203,0,12,1,1,9,9,1,37
1512203,5,7,1,5,5,5,5,38
1512203,5,7,1,5,5,5,5,39
1512203,6,6,1,9,1,1,9,40
1512203,6,6,1,9,1,1,9,41
1512203,2,10,2,3,7,7,3,42
1512203,1,11,1,2,8,8,2,43
1512203,5,7,1,5,5,5,5,44
1512203,5,7,2,5,5,5,5,45
1512203,1,11,1,2,8,2,8,46
1512203,1,11,2,2,8,8,2,47
1512203,6,6,2,9,1,1,9,48
1512203,5,7,2,5,5,5,5,49
1512203,0,12,2,1,9,9,1,50
1512203,5,7,1,5,5,5,5,51
1512203,6,6,2,9,1,9,9,52
1512203,6,6,1,9,1,1,9,53
1512203,2,10,2,2,8,7,3,54
1512203,5,7,2,5,5,5,5,55
1512203,0,12,1,1,9,9,1,56
1512203,0,12,2,1,9,9,1,57
1512203,2,10,1,3,7,7,3,58
1512203,0,12,1,1,9,9,1,59
1512203,6,6,1,9,1,1,9,60
1512203,5,7,2,5,5,5,5,61
1512203,0,12,1,1,9,9,1,62
1512203,0,12,2,1,9,9,1,63
1512203,6,6,2,9,1,5,9,64
1512203,5,7,1,5,5,5,5,65
1512203,1,11,2,1,9,8,2,66
1512203,2,10,1,3,7,7,3,67
1512203,6,6,1,5,5,1,9,68
1512203,1,11,2,2,8,8,2,69
1512203,6,6,1,9,1,1,9,70
1512203,2,10,1,2,8,7,3,71
1512203,0,12,2,1,9,9,1,72
1512203,2,10,2,3,7,8,2,73
1512203,5,7,1,5,5,5,5,74
1512203,5,7,2,5,5,5,5,75
1512203,6,6,2,9,1,1,9,76
1512203,1,11,1,2,8,2,2,77
1512203,6,6,2,9,1,1,9,78
1512203,5,7,1,5,5,5,5,79
1512203,0,12,1,1,9,1,9,80
1512204,1,11,2,3,8,9,1,1
1512204,6,6,2,5,1,1,9,2
1512204,5,7,2,9,1,1,7,3
1512204,1,11,1,1,9,9,2,4
1512204,6,6,2,5,1,9,9,5
1512204,5,7,1,5,3,9,8,6
1512204,0,12,2,1,9,9,1,7
1512204,6,6,1,9,5,1,1,8
1512204,2,10,2,1,1,9,2,9
1512204,1,11,2,2,9,9,2,10
1512204,0,12,2,1,9,9,2,11
1512204,5,7,1,1,1,9,2,12
1512204,1,11,1,1,9,9,2,13
1512204,6,6,1,7,3,1,9,14
1512204,0,12,2,1,9,1,1,15
1512204,5,7,1,1,2,9,2,16
1512204,2,10,2,1,4,9,5,17
1512204,0,12,1,1,9,9,1,18
1512204,2,10,1,1,7,9,1,19
1512204,6,6,1,1,2,1,9,20
1512204,0,12,1,1,7,1,1,21
1512204,6,6,2,9,3,1,9,22
1512204,5,7,2,9,4,7,5,23
1512204,1,11,1,1,8,9,7,24
1512204,5,7,2,8,4,4,3,25
1512204,6,6,2,9,2,1,5,26
1512204,6,6,1,9,5,1,5,27
1512204,0,12,1,1,9,9,1,28
1512204,5,7,2,1,2,2,4,29
1512204,5,7,1,7,3,9,4,30
1512204,2,10,1,1,9,9,1,31
1512204,0,12,2,1,9,9,1,32
1512204,2,10,1,1,5,9,1,33
1512204,2,10,2,1,9,9,1,34
1512204,0,12,1,1,8,9,1,35
1512204,1,11,2,1,9,9,1,36
1512204,5,7,1,8,3,1,9,37
1512204,6,6,2,9,1,9,4,38
1512204,6,6,1,8,1,1,5,39
1512204,5,7,2,7,2,9,3,40
1512204,5,7,2,8,1,9,5,41
1512204,6,6,1,9,2,1,6,42
1512204,2,10,2,2,9,9,2,43
1512204,1,11,1,3,8,9,1,44
1512204,1,11,2,2,8,9,1,45
1512204,5,7,1,1,1,9,3,46
1512204,5,7,1,8,2,2,2,47
1512204,1,11,1,1,9,9,1,48
1512204,0,12,1,1,9,9,1,49
1512204,6,6,1,9,1,9,1,50
1512204,0,12,2,1,8,9,1,51
1512204,2,10,2,2,9,9,1,52
1512204,0,12,2,1,9,9,1,53
1512204,6,6,2,9,3,1,9,54
1512204,2,10,1,1,8,9,1,55
1512204,5,7,2,2,2,8,8,56
1512204,6,6,1,9,1,1,2,57
1512204,0,12,1,1,7,9,1,58
1512204,0,12,1,3,9,9,1,59
1512204,0,12,2,1,9,9,1,60
1512204,6,6,2,9,1,1,9,61
1512204,1,11,2,1,9,9,1,62
1512204,5,7,1,8,9,1,9,63
1512204,6,6,1,9,1,1,4,64
1512204,5,7,2,7,2,9,5,65
1512204,2,10,1,2,8,9,7,66
1512204,6,6,1,9,1,1,1,67
1512204,1,11,2,1,9,9,1,68
1512204,5,7,2,8,3,9,1,69
1512204,5,7,1,7,3,1,9,70
1512204,2,10,1,2,8,9,1,71
1512204,6,6,2,9,1,1,9,72
1512204,1,11,1,1,9,9,1,73
1512204,0,12,1,9,9,9,1,74
1512204,5,7,2,8,2,9,9,75
1512204,6,6,2,1,9,1,9,76
1512204,0,12,2,9,9,3,2,77
1512204,2,10,2,1,9,1,9,78
1512204,5,7,1,8,2,1,9,79
1512204,6,6,2,8,2,9,1,80
1512205,1,11,1,3,7,3,1,1
1512205,1,11,1,3,7,4,1,2
1512205,1,11,2,2,8,6,1,3
1512205,6,6,2,7,5,1,9,4
1512205,0,12,2,1,7,7,1,5
1512205,5,7,1,5,5,2,8,6
1512205,2,10,2,2,7,3,3,7
1512205,6,6,1,5,3,1,9,8
1512205,5,7,2,5,5,1,8,9
1512205,5,7,1,5,5,1,8,10
1512205,6,6,1,8,4,1,9,11
1512205,1,11,2,1,7,4,2,12
1512205,6,6,2,8,3,1,9,13
1512205,6,6,2,7,3,1,9,14
1512205,0,12,1,1,5,5,1,15
1512205,2,10,1,2,7,6,1,16
1512205,0,12,2,1,8,6,1,17
1512205,5,7,2,7,5,2,8,18
1512205,5,7,1,7,4,3,8,19
1512205,0,12,2,1,7,5,1,20
1512205,2,10,2,2,7,4,2,21
1512205,6,6,1,8,4,1,9,22
1512205,6,6,1,5,2,1,9,23
1512205,0,12,1,1,7,6,1,24
1512205,5,7,2,5,5,3,8,25
1512205,1,11,1,2,6,4,2,26
1512205,0,12,1,1,7,6,1,27
1512205,0,12,2,1,8,6,1,28
1512205,5,7,1,5,5,3,9,29
1512205,6,6,2,5,5,1,9,30
1512205,5,7,2,5,7,3,8,31
1512205,2,10,1,2,6,4,3,32
1512205,5,7,1,5,5,3,8,33
1512205,6,6,1,8,2,1,9,34
1512205,2,10,2,3,6,2,2,35
1512205,2,10,1,3,6,4,2,36
1512205,6,6,2,8,2,1,9,37
1512205,1,11,2,1,6,1,2,38
1512205,5,7,2,4,4,2,8,39
1512205,0,12,1,1,7,5,1,40
1512205,6,6,1,7,2,1,9,41
1512205,5,7,2,6,3,2,8,42
1512205,5,7,1,5,5,2,9,43
1512205,6,6,2,4,5,1,9,44
1512205,2,10,2,3,6,3,2,45
1512205,1,11,1,2,7,8,2,46
1512205,1,11,1,2,7,3,2,47
1512205,5,7,2,6,5,3,8,48
1512205,5,7,1,5,5,2,8,49
1512205,1,11,2,2,9,7,2,50
1512205,0,12,2,1,9,8,1,51
1512205,0,12,1,1,9,8,1,52
1512205,2,10,1,3,6,7,3,53
1512205,2,10,2,2,7,8,3,54
1512205,0,12,1,1,8,8,1,55
1512205,0,12,1,1,7,8,1,56
1512205,0,12,2,1,6,9,1,57
1512205,6,6,2,8,2,1,9,58
1512205,5,7,2,5,5,2,8,59
1512205,0,12,2,3,7,7,1,60
1512205,2,10,1,3,7,5,2,61
1512205,5,7,2,4,5,5,2,62
1512205,6,6,2,6,4,1,9,63
1512205,2,10,1,2,8,5,3,64
1512205,5,7,2,5,5,4,8,65
1512205,1,11,2,2,7,5,2,66
1512205,6,6,1,6,2,1,9,67
1512205,1,11,2,2,6,5,2,68
1512205,6,6,1,9,2,1,9,69
1512205,0,12,2,1,7,7,1,70
1512205,5,7,1,5,5,2,8,71
1512205,6,6,2,8,2,1,9,72
1512205,6,6,1,8,2,1,9,73
1512205,1,11,1,2,7,5,2,74
1512205,0,12,1,1,3,6,1,75
1512205,2,10,2,2,6,4,3,76
1512205,6,6,2,8,2,1,9,77
1512205,6,6,1,8,2,1,9,78
1512205,5,7,1,4,5,2,8,79
1512205,5,7,1,3,3,2,8,80
1512206,1,11,2,3,2,4,8,1
1512206,1,11,1,2,4,2,9,2
1512206,0,12,2,1,7,3,9,3
1512206,2,10,2,1,6,2,2,4
1512206,1,11,1,1,6,2,1,5
1512206,5,7,1,6,4,1,8,6
1512206,6,6,2,8,2,1,8,7
1512206,5,7,2,5,5,1,6,8
1512206,1,11,2,7,3,2,2,9
1512206,6,6,2,7,2,1,5,10
1512206,6,6,2,8,1,1,5,11
1512206,0,12,1,1,7,3,1,12
1512206,6,6,1,9,1,1,5,13
1512206,2,10,1,2,2,1,3,14
1512206,5,7,1,2,2,1,5,15
1512206,5,7,2,5,2,1,3,16
1512206,0,12,1,1,6,1,1,17
1512206,0,12,2,1,6,2,1,18
1512206,1,11,1,1,5,1,1,19
1512206,5,7,2,7,3,1,8,20
1512206,6,6,2,9,1,1,8,21
1512206,0,12,2,1,6,1,1,22
1512206,2,10,2,1,5,1,4,23
1512206,0,12,2,1,3,2,8,24
1512206,5,7,2,6,4,1,8,25
1512206,6,6,2,8,2,1,8,26
1512206,6,6,1,8,2,1,8,27
1512206,0,12,1,1,6,1,1,28
1512206,5,7,2,6,4,1,8,29
1512206,5,7,1,6,4,1,5,30
1512206,6,6,1,8,2,1,5,31
1512206,2,10,2,1,7,2,5,32
1512206,6,6,1,8,2,1,8,33
1512206,2,10,1,3,4,1,3,34
1512206,5,7,1,2,2,1,5,35
1512206,2,10,1,3,4,1,8,36
1512206,0,12,1,1,2,1,1,37
1512206,1,11,2,1,2,1,1,38
1512206,5,7,1,6,2,1,4,39
1512206,6,6,1,8,2,1,8,40
1512206,6,6,1,8,2,1,8,41
1512206,1,11,1,1,6,1,2,42
1512206,5,7,2,8,2,1,8,43
1512206,2,10,2,3,4,1,4,44
1512206,1,11,2,1,2,1,4,45
1512206,1,11,1,1,3,1,3,46
1512206,0,12,2,1,6,1,5,47
1512206,0,12,1,1,6,3,5,48
1512206,5,7,1,8,2,1,5,49
1512206,2,10,2,1,6,1,4,50
1512206,5,7,1,7,3,2,3,51
1512206,0,12,2,1,7,1,1,52
1512206,6,6,2,8,2,5,5,53
1512206,5,7,2,4,4,5,5,54
1512206,2,10,1,3,4,1,3,55
1512206,0,12,1,1,7,1,1,56
1512206,0,12,1,1,7,4,1,57
1512206,6,6,1,8,2,8,8,58
1512206,0,12,2,1,5,1,4,59
1512206,2,10,1,1,5,2,5,60
1512206,6,6,2,8,2,1,8,61
1512206,6,6,1,8,2,1,7,62
1512206,1,11,2,2,6,2,1,63
1512206,5,7,2,8,3,1,4,64
1512206,5,7,1,8,3,1,5,65
1512206,6,6,1,8,1,1,6,66
1512206,1,11,2,1,6,1,8,67
1512206,5,7,2,8,1,1,8,68
1512206,2,10,1,1,8,1,5,69
1512206,0,12,2,1,6,4,1,70
1512206,6,6,2,8,1,3,9,71
1512206,6,6,1,8,1,3,9,72
1512206,5,7,1,5,3,3,7,73
1512206,5,7,2,5,3,1,7,74
1512206,6,6,2,9,1,1,8,75
1512206,1,11,1,1,6,3,6,76
1512206,6,6,2,8,2,1,8,77
1512206,0,12,1,1,6,3,5,78
1512206,2,10,2,2,6,2,1,79
1512206,5,7,1,6,4,2,8,80
1512207,5,7,2,1,4,7,6,1
1512207,2,10,2,1,7,8,2,2
1512207,6,6,2,9,1,1,1,3
1512207,6,6,1,9,1,1,1,4
1512207,1,11,2,1,8,8,1,5
1512207,5,7,2,1,7,3,6,6
1512207,1,11,1,1,9,8,2,7
1512207,5,7,1,2,8,5,4,8
1512207,0,12,2,1,9,9,1,9
1512207,1,11,1,2,8,8,2,10
1512207,2,10,2,2,7,8,2,11
1512207,0,12,1,1,9,9,1,12
1512207,0,12,2,1,9,9,1,13
1512207,2,10,1,2,8,8,2,14
1512207,0,12,2,1,9,9,1,15
1512207,6,6,2,9,1,1,9,16
1512207,5,7,1,1,4,6,4,17
1512207,5,7,2,1,4,5,4,18
1512207,6,6,1,9,1,1,9,19
1512207,0,12,1,1,9,9,1,20
1512207,6,6,1,9,1,1,9,21
1512207,0,12,1,1,8,9,1,22
1512207,5,7,2,1,3,5,4,23
1512207,2,10,1,1,7,8,2,24
1512207,1,11,2,1,8,8,2,25
1512207,6,6,2,9,3,1,9,26
1512207,1,11,2,1,9,8,1,27
1512207,0,12,2,1,9,9,1,28
1512207,5,7,1,1,7,6,3,29
1512207,2,10,2,1,8,8,2,30
1512207,5,7,2,1,7,5,5,31
1512207,6,6,2,9,2,1,9,32
1512207,2,10,1,1,7,8,2,33
1512207,6,6,2,9,1,1,9,34
1512207,1,11,1,1,3,8,2,35
1512207,6,6,1,9,2,1,9,36
1512207,0,12,1,1,9,9,1,37
1512207,6,6,1,9,1,1,9,38
1512207,5,7,1,1,4,3,3,39
1512207,5,7,1,1,4,5,3,40
1512207,5,7,1,1,4,5,3,41
1512207,1,11,2,1,7,8,2,42
1512207,1,11,1,1,7,8,2,43
1512207,6,6,1,9,3,1,9,44
1512207,6,6,2,9,3,1,9,45
1512207,1,11,1,1,9,8,2,46
1512207,0,12,2,1,8,9,1,47
1512207,5,7,2,1,6,4,3,48
1512207,6,6,2,7,2,1,9,49
1512207,2,10,2,1,5,8,2,50
1512207,5,7,1,1,4,5,3,51
1512207,6,6,2,9,1,1,9,52
1512207,6,6,1,9,1,1,9,53
1512207,1,11,2,1,8,8,2,54
1512207,5,7,2,1,4,5,3,55
1512207,0,12,1,1,9,9,1,56
1512207,0,12,2,1,9,9,1,57
1512207,2,10,1,1,8,8,2,58
1512207,0,12,1,1,9,9,1,59
1512207,5,7,1,1,9,7,3,60
1512207,5,7,2,1,8,7,3,61
1512207,1,11,1,1,8,8,2,62
1512207,0,12,2,1,9,9,1,63
1512207,6,6,2,9,2,1,9,64
1512207,6,6,1,9,1,1,9,65
1512207,2,10,2,2,7,8,2,66
1512207,0,12,1,1,9,9,1,67
1512207,6,6,1,9,1,1,9,68
1512207,0,12,2,1,9,9,1,69
1512207,5,7,1,1,9,7,3,70
1512207,2,10,1,1,8,8,2,71
1512207,2,10,2,3,7,8,2,72
1512207,1,11,2,2,8,8,2,73
1512207,5,7,1,1,5,8,3,74
1512207,5,7,2,5,5,7,3,75
1512207,6,6,2,9,1,1,9,76
1512207,2,10,1,1,7,8,2,77
1512207,5,7,2,5,5,6,2,78
1512207,6,6,1,9,1,1,9,79
1512207,0,12,1,1,9,9,1,80
1512208,2,10,2,7,3,3,2,1
1512208,5,7,2,7,3,3,2,2
1512208,6,6,2,9,2,3,2,3
1512208,1,11,1,7,3,1,2,4
1512208,5,7,2,7,3,2,3,5
1512208,6,6,1,6,2,2,3,6
1512208,1,11,2,5,3,1,2,7
1512208,5,7,1,7,4,2,3,8
1512208,0,12,2,6,3,2,3,9
1512208,2,10,2,7,2,1,2,10
1512208,0,12,2,6,3,2,1,11
1512208,5,7,1,6,3,2,3,12
1512208,1,11,1,6,4,2,1,13
1512208,6,6,1,8,2,1,1,14
1512208,0,12,2,7,3,1,2,15
1512208,6,6,1,6,2,2,3,16
1512208,1,11,2,8,3,1,2,17
1512208,0,12,1,8,2,2,1,18
1512208,2,10,1,8,3,3,2,19
1512208,5,7,1,6,3,3,2,20
1512208,0,12,1,6,4,1,2,21
1512208,6,6,2,7,3,3,2,22
1512208,5,7,2,7,2,3,2,23
1512208,0,12,1,6,3,3,2,24
1512208,5,7,2,7,3,1,2,25
1512208,6,6,2,7,2,3,2,26
1512208,6,6,1,9,1,3,2,27
1512208,2,10,1,8,2,2,1,28
1512208,5,7,2,7,2,2,3,29
1512208,6,6,1,9,1,2,3,30
1512208,2,10,1,6,3,2,3,31
1512208,1,11,2,7,3,2,1,32
1512208,1,11,1,7,2,2,1,33
1512208,0,12,2,9,3,2,1,34
1512208,0,12,1,7,3,2,1,35
1512208,2,10,2,7,4,2,1,36
1512208,5,7,1,7,3,2,1,37
1512208,6,6,2,7,3,1,9,38
1512208,5,7,1,7,4,1,8,39
1512208,6,6,2,7,4,1,9,40
1512208,6,6,2,7,4,1,1,41
1512208,5,7,1,7,3,1,9,42
1512208,1,11,2,7,3,2,6,43
1512208,1,11,1,7,4,1,7,44
1512208,0,12,2,7,4,1,8,45
1512208,6,6,1,7,3,1,9,46
1512208,5,7,1,7,3,1,9,47
1512208,1,11,1,7,3,8,8,48
1512208,0,12,1,6,3,8,1,49
1512208,6,6,1,6,2,1,9,50
1512208,2,10,2,7,3,9,1,51
1512208,1,11,2,7,2,1,8,52
1512208,0,12,2,7,4,7,8,53
1512208,5,7,2,8,3,8,9,54
1512208,2,10,1,7,2,1,9,55
1512208,6,6,2,7,4,1,8,56
1512208,5,7,1,8,3,1,9,57
1512208,0,12,1,7,3,1,8,58
1512208,1,11,1,6,3,2,1,59
1512208,0,12,2,6,3,1,1,60
1512208,6,6,2,6,3,2,9,61
1512208,2,10,2,7,3,1,1,62
1512208,6,6,1,8,3,1,9,63
1512208,6,6,1,8,2,1,9,64
1512208,5,7,2,8,3,1,9,65
1512208,0,12,1,7,2,1,8,66
1512208,5,7,1,7,3,1,8,67
1512208,0,12,2,7,4,1,8,68
1512208,5,7,2,7,3,1,8,69
1512208,5,7,1,7,3,1,8,70
1512208,2,10,1,6,5,8,2,71
1512208,6,6,2,8,2,7,9,72
1512208,2,10,1,8,4,1,8,73
1512208,0,12,1,8,3,8,8,74
1512208,5,7,2,8,2,1,8,75
1512208,6,6,2,7,3,1,9,76
1512208,2,10,2,6,3,1,1,77
1512208,1,11,2,6,4,9,1,78
1512208,6,6,1,6,2,9,1,79
1512208,5,7,2,7,4,1,7,80
1512209,1,11,1,1,6,8,3,1
1512209,1,11,1,1,6,6,3,2
1512209,2,10,2,2,9,6,3,3
1512209,5,7,2,4,5,6,3,4
1512209,1,11,2,2,7,7,2,5
1512209,6,6,1,8,4,5,8,6
1512209,0,12,2,3,6,8,1,7
1512209,5,7,1,4,4,5,7,8
1512209,6,6,2,7,4,5,8,9
1512209,5,7,1,6,3,5,8,10
1512209,6,6,1,7,4,5,8,11
1512209,2,10,2,3,7,6,4,12
1512209,5,7,2,5,5,5,4,13
1512209,6,6,2,6,4,5,8,14
1512209,0,12,1,1,8,8,1,15
1512209,2,10,1,3,7,7,3,16
1512209,0,12,2,1,7,8,1,17
1512209,5,7,2,4,4,6,7,18
1512209,6,6,1,6,3,5,8,19
1512209,0,12,2,1,8,8,1,20
1512209,1,11,2,2,7,7,2,21
1512209,5,7,1,5,3,7,6,22
1512209,6,6,1,7,3,5,8,23
1512209,0,12,1,1,8,8,1,24
1512209,5,7,2,5,4,6,7,25
1512209,0,12,1,2,8,7,1,26
1512209,2,10,1,2,7,7,3,27
1512209,1,11,2,2,7,7,3,28
1512209,6,6,1,6,3,5,8,29
1512209,6,6,2,7,2,5,8,30
1512209,5,7,2,5,3,6,7,31
1512209,2,10,1,3,6,7,2,32
1512209,5,7,1,6,3,6,8,33
1512209,5,7,1,6,3,5,7,34
1512209,0,12,2,1,8,8,1,35
1512209,1,11,1,2,7,7,2,36
1512209,6,6,2,6,3,5,8,37
1512209,2,10,2,3,6,6,3,38
1512209,6,6,2,6,3,5,8,39
